"year","Bondi Beach","Bronte Beach","Clovelly Beach","Coogee Beach","Gordons Bay (East)","Little Bay Beach","Malabar Beach","Maroubra Beach","South Maroubra Beach","South Maroubra Rockpool","Tamarama Beach"
2013,32.2241379310345,26.7586206896552,9.27586206896552,39.6724137931034,24.7727272727273,121.534482758621,101.413793103448,47.1379310344828,39.3448275862069,96.3888888888889,29.6896551724138
2014,11.0754716981132,17.4905660377358,13.8301886792453,52.6153846153846,16.6981132075472,19.4716981132075,54.4905660377358,9.22641509433962,14.9245283018868,40.622641509434,39.5849056603774
2015,14.3333333333333,23.5892857142857,8.82456140350877,40.3333333333333,36.1929824561403,25.4912280701754,66.8771929824561,14.5263157894737,8.24561403508772,47.2631578947368,56.9824561403509
2016,19.3559322033898,61.3220338983051,11.2881355932203,59.5483870967742,39.0169491525424,31.2372881355932,91.015873015873,26.5932203389831,10.6779661016949,59.3220338983051,50.2586206896552
2017,13.1803278688525,16.7868852459016,7.9344262295082,20.741935483871,13.655737704918,18.2459016393443,49.758064516129,11.5901639344262,8.26229508196721,46.9180327868852,20.3770491803279
2018,22.8695652173913,43.4166666666667,10.6304347826087,21.5625,17.6041666666667,59.0625,38.0416666666667,9.21276595744681,12.5,112.1875,15.4791666666667
